Белгородская область,Брянская область,Владимирская область,Воронежская область,Ивановская область,Калужская область,Костромская область,Курская область,Липецкая область,Москва,Московская область,Орловская область,Рязанская область,Смоленская область,Тамбовская область,Тверская область,Тульская область,Ярославская область,Республика Карелия,Республика Коми,Архангельская область,Вологодская область,Калининградская область,Ленинградская область,Санкт-Петербург,Мурманская область,Новгородская область,Псковская область,Ненецкий автономный округ,Республика Адыгея (Адыгея),Республика Калмыкия,Республика Крым,Краснодарский край,Волгоградская область,Ростовская область,Астраханская область, Севастополь,Республика Дагестан,Республика Ингушетия,Кабардино-Балкарская Республика,Карачаево-Черкесская Республика,Республика Северная Осетия-Алания,Чеченская Республика,Ставропольский край,Республика Башкортостан,Республика Марий Эл,Республика Мордовия,Республика Татарстан (Татарстан),Удмуртская Республика,Чувашская Республика — Чувашия,Пермский край,Кировская область,Нижегородская область,Оренбургская область,Пензенская область,Самарская область,Саратовская область,Ульяновская область,Курганская область,Свердловская область,Тюменская область,Челябинская область,Ханты-Мансийский автономный округ — Югра,Ямало-Ненецкий автономный округ,Республика Алтай,Республика Тыва,Республика Хакасия,Алтайский край,Красноярский край,Иркутская область,Кемеровская область — Кузбасс,Новосибирская область,Омская область,Томская область,Республика Бурятия,Республика Саха (Якутия),Забайкальский край,Приморский край,Камчатский край,Хабаровский край,Амурская область,Магаданская область,Сахалинская область,Еврейская автономная область,Чукотский автономный округ,Сириус
621,221,952,1324,618,632,545,576,584,4566,1883,347,741,407,574,711,893,729,358,443,304,731,629,878,2135,317,346,453,18,192,323,662,3104,1192,1503,469,260,884,104,356,186,440,61,1235,1455,361,311,1587,835,407,1031,878,2208,621,846,1457,1110,472,376,1467,1560,1667,561,122,201,246,257,1362,1712,1113,1276,1297,1371,218,610,419,521,1382,224,754,633,108,174,105,12,4
